phone1,phone2,phone3
-0.0429009065,0.747683985,0.9069264
-0.075073054,0.73501633,0.90396835
-0.1013410975,0.72265506,0.860501855
-0.13997718,0.7088148,0.797027375
-0.17786673,0.6823495,0.763223175
-0.219728495,0.6407136,0.7681515
-0.26605865,0.58503556,0.79443068
-0.31165585,0.53190153,0.82139885
-0.35108946,0.48067418,0.83684147
-0.384060145,0.43270318,0.8433672
-0.41597584,0.384132695,0.84315155
-0.447970635,0.33584202,0.82981198
-0.474490965,0.29249603,0.80781395
-0.497331269999998,0.257884530000003,0.796758590000001
-0.51907703,0.21939298,0.8035946
-0.53954398,0.17513135,0.8336505
-0.55973196,0.12586515,0.86706555
-0.5803581,0.079574227,0.87391528
-0.598305555,0.032453939,0.83554198
-0.61751595,-0.004546173,0.79093427
-0.63523163,-0.02815370265,0.77367077
-0.65819437,-0.0443903445,0.78203713
-0.68486935,-0.0532971845,0.81777285
-0.7155708,-0.053327009,0.867091025
-0.745702975,-0.04406257775,0.89806752
-0.772712235,-0.0313618936,0.882807415
-0.794112125,-0.018674969,0.8305112
-0.8160209,-0.0084519235,0.781852925
-0.839210074999997,-0.0112828314999997,0.760619750000001
-0.871336985,-0.016555473,0.77090553
-0.9106215,-0.0280785635,0.808410425
-0.95806277,-0.046641141,0.85403919
-1.0088575,-0.0628934805,0.8755526
-1.0493254,-0.0771608645,0.847975165
-1.0773764,-0.0899039335,0.79778874
-1.09809355,-0.1074367915,0.76696972
-1.11408515,-0.12891563,0.759326015
-1.12428795,-0.152470425,0.78119405
-1.11992565,-0.188879355,0.83198835
-1.11094005,-0.227272175,0.88684875
-1.1000035,-0.26269529,0.90381618
-1.09299465,-0.29201132,0.881237835
-1.08392455,-0.330060665,0.82372892
-1.06065185,-0.379469369999995,0.778337220000003
-1.0308646,-0.42913117,0.76564668
-0.98433817,-0.48493198,0.78125027
-0.923470135,-0.5392704,0.8060056
-0.859336785,-0.58596005,0.820672305
-0.796879165,-0.617180985,0.827604025
-0.7402224,-0.64179784,0.82355505
-0.68859448,-0.6614492,0.8119636
-0.64155008,-0.67432125,0.79671934
-0.59735607,-0.687170735,0.78662442
-0.55059233,-0.69762558,0.79518744
-0.497178675,-0.70473655,0.8222541
-0.438331515,-0.709652175,0.84182562
-0.3743567,-0.71189125,0.824745015
-0.32003683,-0.7041717,0.79505168
-0.281937550000003,-0.697677930000001,0.778639645000001
-0.26270841,-0.696931215,0.78107055
-0.25303065,-0.69955733,0.798169375
-0.254203675,-0.705553815,0.82193292
-0.269304515,-0.7125815,0.840537475
-0.29217598,-0.72366195,0.838698
-0.32206903,-0.739258215,0.80825925
-0.34471195,-0.763394825,0.782892975
-0.360297115,-0.7868238,0.770593405
-0.37165589,-0.805892525,0.770348985
-0.384638575,-0.82006752,0.782511035
-0.40730589,-0.836790475,0.80989671
-0.43424398,-0.8636528,0.84016405
-0.457224515,-0.89662257,0.85381675
-0.477811935,-0.92741335,0.841709275
-0.496219009999998,-0.960247024999997,0.800619100000006
-0.49939702,-0.98987855,0.7581706
-0.502848335,-1.0024681,0.7439348
-0.50213078,-1.0018301,0.75904438
-0.497114885,-0.99768225,0.8033063
-0.483044955,-0.98951967,0.8558684
-0.4656261,-0.9813298,0.88625827
-0.44725306,-0.97315705,0.87807258
-0.422463655,-0.9659539,0.83151402
-0.38712251,-0.95547638,0.7770993
-0.3441606,-0.93125602,0.75889807
-0.29386333,-0.89193235,0.779231025
-0.233874385,-0.85147715,0.80967032
-0.174814165,-0.80909245,0.827682255
